State,Name,Subname,Stats 55% 100%,HP 55%,HP 100%,ATK 55%,ATK 100%,DEF 55%,DEF 100%,Leader Skill,Passive Skill,Active Skill,Super Attack (12 Ki) Effect,Super Attack (18 Ki) Effect,Links,Categories,Transformation Condition,Release Date,Ki Multiplier,DMG Multiplier
Base,Super Saiyan 2 Vegeta,Indomitable Fighting Spirit,"HP 16,644 19,244 | ATK 18,717 22,117 | DEF 11,060 14,060","16,644","19,244","18,717","22,117","11,060","14,060","""Super Saiyan 2"" or ""Resurrected Warriors"" Category Ki +3 and HP, ATK & DEF +170%","Will for a Serious Fight Ki +2 and ATK & DEF +150% Reduces damage received by 30% Plus an additional ATK boost by up to 120% (the more HP remaining, the greater the ATK boost) and if HP is 50% or more, great chance of launching an additional Super Attack Plus an additional DEF boost by up to 120% (the less HP remaining, the greater the DEF boost) and if HP is 50% or less, guards all attacks Randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres when there is another ""Majin Buu Saga"" Category ally attacking in the same turn or a ""Majin Buu Saga"" Category enemy Plus an additional damage reduction of 20% with a Rainbow Ki Sphere obtained ATK & DEF +120% when attacking with 3 or more Ki Spheres obtained Receives a boost from Babidi's sorcery when conditions are met",,Raises ATK & DEF for 1 turn and causes immense damage to enemy,,"Saiyan Warrior Race, Super Saiyan, Saiyan Pride, Royal Lineage, Prepared for Battle, Supreme Power, Fierce Battle","Majin Buu Saga, Pure Saiyans, Vegeta's Family, Super Saiyan 2, Power Beyond Super Saiyan, Uncontrollable Power, Corroded Body and Mind, Mastered Evolution, Worthy Rivals, Gifted Warriors, Resurrected Warriors","Receives a boost from Babidi's sorcery when facing only 1 enemy, whose HP is 50% or more, starting from the 3rd turn from the start of battle","Dec 10, 2024",150%,630%
Base,Android #18,Strikingly Beautiful Technique,"HP 9,271 12,271 | ATK 10,344 13,744 | DEF 7,283 9,883","9,271","12,271","10,344","13,744","7,283","9,883","""Peppy Gals"" Category or Extreme STR Type Ki +3 and HP, ATK & DEF +120%","Countermeasures Ki +2 and ATK & DEF +180% Plus an additional ATK & DEF +180% when performing a Super Attack Medium chance of evading enemy's attack (including Super Attack) Plus an additional ATK +180% and chance of evading enemy's attack (including Super Attack) +18% when there are another 4 or more ""Peppy Gals"" Category allies on the team or when there is a PHY Type enemy Attacks effective against all Types for 6 turns after evading an attack",,Greatly raises ATK & DEF for 1 turn and causes supreme damage to enemy,,"The Innocents, Twin Terrors, Android Assault, Shocking Speed, Battlefield Diva, Infinite Energy, Shattering the Limit","Androids/Cell Saga, Androids, Peppy Gals, Uncontrollable Power, Siblings' Bond, Target: Goku, Battle of Wits",[],"Oct 23, 2023",130%,430%
Base,Oceanus Shenron (Princess Oto),Princess Oto's Scorn,"HP 11,104 14,104 | ATK 13,412 16,412 | DEF 9,068 12,068","11,104","14,104","13,412","16,412","9,068","12,068","""Shadow Dragon Saga"" Category Ki +3 and HP, ATK & DEF +130%","High-Speed Rotation Ki +3 and ATK & DEF +150% Plus an additional ATK & DEF +100% and launches an additional Super Attack when the target enemy is in ""ATK Down"" or ""DEF Down"" status Attacks effective against all Types, great chance of stunning the attacked enemy and high chance of launching an additional Super Attack when the target enemy's Super Attack is sealed",,"Raises ATK and greatly raises DEF for 1 turn, causes supreme damage to enemy and seals Super Attack",,"Battlefield Diva, Metamorphosis, Cold Judgment, Shadow Dragons, Speedy Retribution, GT, Shattering the Limit","Shadow Dragon Saga, Peppy Gals, GT Bosses",[],"Oct 23, 2023",140%,530%
Base,Launch,Secret Behind the Sneezes,"HP 11,848 15,248 | ATK 13,806 16,806 | DEF 8,191 10,791","11,848","15,248","13,806","16,806","8,191","10,791","""Peppy Gals"" Category Ki +3 and HP, ATK & DEF +130%",Sneeze Enigma Sneezes and switches personalities,,"Raises DEF for 1 turn, causes supreme damage to enemy and lowers ATK & DEF",,"Battlefield Diva, Flee, Metamorphosis, Berserker, The Incredible Adventure, Guidance of the Dragon Balls, Shattering the Limit","DB Saga, Earthlings, Peppy Gals, Transformation Boost, Earth-Bred Fighters",Transforms upon entering attacking turn,"Oct 23, 2023",140%,530%
Transformation,Launch,Secret Behind the Sneezes,"HP 11,848 15,248 | ATK 13,806 16,806 | DEF 8,191 10,791","11,848","15,248","13,806","16,806","8,191","10,791","""Peppy Gals"" Category Ki +3 and HP, ATK & DEF +130%","Unreasonable Demand ATK & DEF +150% Launches 2 additional attacks, each of which has a high chance of becoming a Super Attack Ki +3 plus an additional ATK & DEF +120% and high chance of performing a critical hit for 7 turns from the character's entry turn Plus an additional ATK +100% and seals the attacked enemy's Super Attack when there is another ""Peppy Gals"" Category ally attacking in the same turn Plus an additional chance of performing a critical hit +30% when the target enemy's Super Attack is sealed",,"Greatly raises DEF for 1 turn, causes supreme damage to enemy and greatly lowers ATK & DEF",,"Battlefield Diva, Flee, Metamorphosis, Berserker, The Incredible Adventure, Guidance of the Dragon Balls, Shattering the Limit","DB Saga, Earthlings, Peppy Gals, Transformation Boost, Earth-Bred Fighters",,"Oct 23, 2023",140%,530%
Base,Vegeta,Roaring Declaration of Destruction,"HP 13,922 15,482 | ATK 11,879 13,679 | DEF 7,580 9,620","13,922","15,482","11,879","13,679","7,580","9,620","AGL & TEQ Types Ki +3 and HP, ATK & DEF +70%","Mounting Bloodlust ATK & DEF +150% Plus an additional ATK +100% when Ki is 6 or more Plus an additional DEF +100% when Ki is 8 or more Medium chance of evading enemy's attack (including Super Attack) when Ki is 10 or more Launches an additional attack that has a high chance of becoming a Super Attack when performing a Super Attack Plus an additional ATK & DEF +10% per Ki Sphere obtained Randomly changes Ki Spheres of a certain Type (AGL excluded) to AGL Ki Spheres when there is an enemy whose name includes ""Goku"" (Youth, Captain Ginyu, Jr., etc. excluded) at start of character's attacking turn",,Greatly raises ATK for 1 turn and causes supreme damage with a medium chance of stunning the enemy,,"Saiyan Warrior Race, Royal Lineage, Prodigies, Bombardment, Saiyan Pride, Super Strike, Shattering the Limit","Saiyan Saga, Pure Saiyans, Vegeta's Family, Gifted Warriors, Space-Traveling Warriors, Dragon Ball Seekers, Terrifying Conquerors, Inhuman Deeds, Planetary Destruction, Accelerated Battle, Battle of Fate",[],"Oct 20, 2023",130%,630%
Base,Goku,Light That Defends the Green Planet,"HP 25,063 28,063 | ATK 16,000 19,000 | DEF 10,594 13,594","25,063","28,063","16,000","19,000","10,594","13,594","""Movie Heroes"" or ""Final Trump Card"" Category Ki +4 and HP, ATK & DEF +150%",Earth-Protecting Light Ki +5 and ATK & DEF +150% Plus an additional ATK & DEF +100% when performing a Super Attack if facing only 1 enemy Plus an additional ATK & DEF +30% (up to 150%) when performing an Ultra Super Attack per existing enemy (count starts from the 2nd enemy) and an additional Ki +5 if facing 2 or more enemies Plus an additional Ki +5 and ATK +59% for the rest of battle after delivering a final blow Plus an additional ATK & DEF +100% when Ki is 21 or more,"Active Skill Super Spirit Bomb Condition: Can be activated when HP is 59% or less starting from the 3rd turn from the start of battle, or when facing only 1 enemy starting from the 5th turn from the start of battle (once only) Massively raises ATK temporarily and causes ultimate damage to enemy Animation: Ultimate Special",Greatly raises ATK for 1 turn and causes colossal damage to enemy,Greatly raises ATK & DEF for 1 turn and causes mega-colossal damage to all enemies,"Saiyan Warrior Race, All in the Family, The Saiyan Lineage, Z Fighters, Prepared for Battle, Fierce Battle, Legendary Power","Pure Saiyans, Goku's Family, Power of Wishes, Final Trump Card, Bond of Parent and Child, Bond of Friendship, Movie Heroes, Turtle School, Earth-Bred Fighters",[],"Oct 20, 2023",200%,570%
Base,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),Miracle-Calling Clash,"HP 18,900 21,500 | ATK 18,125 21,525 | DEF 11,019 14,019","18,900","21,500","18,125","21,525","11,019","14,019","""Siblings' Bond"" Category Ki +4 and HP, ATK & DEF +170%; or ""Goku's Family"" Category Ki +3 and HP, ATK & DEF +170%","Super Duper Miraculous Technique ATK & DEF +158% Launches an additional attack that has a high chance of becoming a Super Attack Plus an additional Ki +1 per Type Ki Sphere obtained Ki +1 (up to +5) plus an additional ATK & DEF +10% (up to 100%) with each attack performed Plus an additional ATK & DEF +59% and launches an additional attack that has a high chance of becoming a Super Attack when there is an ally whose name includes ""Goku"" (Youth, Captain Ginyu, Jr., etc. excluded) attacking in the same turn Plus an additional ATK +59% when activating the Active Skill or when Ki is 24 Disables Rampage",Active Skill Family Kamehameha Condition: Can be activated when HP is 59% or less and facing only 1 enemy starting from the 3rd turn from start of battle (once only) Massively raises ATK temporarily and causes ultimate damage to enemy Animation: Ultimate Special,Greatly raises ATK and raises DEF for 1 turn and causes colossal damage to enemy,Greatly raises ATK and raises DEF for 1 turn and causes mega-colossal damage to enemy,"All in the Family, Super Saiyan, Golden Warrior, Kamehameha, Blazing Battle, Fierce Battle, Legendary Power","Majin Buu Saga, Hybrid Saiyans, Goku's Family, Super Saiyans, Kamehameha, Full Power, Power of Wishes, Joined Forces, Bond of Parent and Child, Siblings' Bond, Movie Heroes, Earth-Bred Fighters",[],"Oct 12, 2023",200%,450%
Base,Turles,Atypical Low-Class Warrior,"HP 11,360 13,160 | ATK 7,711 9,751 | DEF 7,471 9,031","11,360","13,160","7,711","9,751","7,471","9,031",PHY Type enemies' ATK & DEF -30%,"Pressure Beyond Reason Ki +2 and ATK & DEF +120%, plus an additional ATK & DEF +90% when performing a Super Attack All enemies' ATK -30% Medium chance of stunning the attacked enemy Plus an additional ATK & DEF +60% and medium chance of guarding all attacks when facing 2 or more enemies Chance of evading enemy's attack (including Super Attack) +30% when the target enemy is in ""ATK Down"" status",,Raises ATK & DEF for 1 turn and causes supreme damage to enemy,,"Brutal Beatdown, Saiyan Warrior Race, Prepared for Battle, Destroyer of the Universe, Thirst for Conquest, Big Bad Bosses, Shattering the Limit","Pure Saiyans, Movie Bosses, Low-Class Warrior, Space-Traveling Warriors, Terrifying Conquerors, Planetary Destruction",[],"Oct 5, 2023",140%,430%
Base,Daiz & Cacao,No One Escapes,"HP 13,528 16,128 | ATK 9,811 12,811 | DEF 7,244 10,644","13,528","16,128","9,811","12,811","7,244","10,644","""Space-Traveling Warriors"" Category Ki +3 and HP, ATK & DEF +130%","Crushers' Tactics Ki +2 and ATK & DEF +150% Launches an additional attack that has a high chance of becoming a Super Attack Chance of performing a critical hit & chance of evading enemy's attack (including Super Attack) +10% per ""Space-Traveling Warriors"" Category ally (self excluded) attacking in the same turn Plus an additional ATK +150%, medium chance of performing a critical hit and medium chance of evading enemy's attack (including Super Attack) as the 2nd or 3rd attacker in a turn Plus an additional ATK & DEF +30% with each Super Attack performed (up to 150%)",,Raises ATK for 1 turn and causes supreme damage with a high chance of stunning the enemy,,"Loyalty, Destroyer of the Universe, Team Turles, Brutal Beatdown, Thirst for Conquest, Solid Support, Fierce Battle","Joined Forces, Space-Traveling Warriors, Terrifying Conquerors, Planetary Destruction",[],"Oct 5, 2023",135%,430%
Base,Amond & Rasin,Joint Battlefield Disruption,"HP 13,528 16,528 | ATK 9,195 12,195 | DEF 8,014 11,014","13,528","16,528","9,195","12,195","8,014","11,014","""Planetary Destruction"" Category Ki +3 and HP, ATK & DEF +130%","Crushers' Strategy ATK & DEF +150% ""Planetary Destruction"" Category allies' Ki +1 and ATK & DEF +30%, plus an additional DEF +20% and chance of performing a critical hit +10% for characters who also belong to the ""Space-Traveling Warriors"" Category Guards all attacks and reduces damage received by 20% as the 1st attacker in a turn Plus an additional ATK +50% and launches an additional Super Attack as the 2nd or 3rd attacker in a turn Plus an additional ATK & DEF +30% whenever guard is activated (up to 150%)",,Raises DEF for 1 turn and causes supreme damage to enemy with a high chance of sealing Super Attack,,"Loyalty, Destroyer of the Universe, Team Turles, Brutal Beatdown, Thirst for Conquest, Tough as Nails, Fierce Battle","Joined Forces, Space-Traveling Warriors, Terrifying Conquerors, Planetary Destruction",[],"Oct 5, 2023",135%,430%
Base,Turles,Demonic Fighter Wielding Forbidden Power,"HP 17,685 21,085 | ATK 10,256 13,256 | DEF 10,963 13,563","17,685","21,085","10,256","13,256","10,963","13,563","""Space-Traveling Warriors"" or ""Pure Saiyans"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Planetary Destruction"" or ""Low-Class Warrior"" Category","Crusher's Ploy If there is a ""Goku's Family"" Category enemy or an enemy whose name includes ""Gohan (Kid)"" at start of character's attacking turn, activates the Entrance Animation (once only) and Extreme Class allies' Ki +3 and ATK +18% for the rest of battle ATK & DEF +160% Plus an additional ATK +60% and launches an additional attack that has a high chance of becoming a Super Attack when HP is 50% or more Plus an additional ATK +100% when performing a Super Attack Ki +2 (up to +8), reduces damage received by 5% (up to 20%) plus an additional DEF +40% (up to 160%) with each Super Attack performed Attacks effective against all Types and launches an additional attack that has a high chance of becoming a Super Attack starting from the turn in which the character performs the 6th attack in battle Animations: Entry","Active Skill Live Like a Saiyan! Condition: Can be activated when there is a ""Goku's Family"" Category enemy or an enemy whose name includes ""Gohan (Kid)"" starting from the 3rd turn from the start of battle, or starting from the 6th turn from the start of battle (once only) Greatly raises ATK temporarily and causes ultimate damage to enemy Animation: Ultimate Special","Raises ATK, causes immense damage to enemy and recovers 6% HP",,"Saiyan Warrior Race, Big Bad Bosses, Thirst for Conquest, Brutal Beatdown, Prepared for Battle, Destroyer of the Universe, Fierce Battle","Pure Saiyans, Final Trump Card, Movie Bosses, Low-Class Warrior, Space-Traveling Warriors, Terrifying Conquerors, Planetary Destruction",[],"Oct 5, 2023",150%,475%
Base,Dr. Wheelo,Sinister Genius Scientist,"HP 14,840 17,440 | ATK 16,564 19,564 | DEF 12,375 15,775","14,840","17,440","16,564","19,564","12,375","15,775","""Revenge"" Category Ki +4 and HP, ATK & DEF +130%","Revenge Through the Power of Science Activates the Entrance Animation (once only) and Ki +4 and DEF +80000 for 4 turns from the character's entry turn when there is another ""Revenge"" Category ally on the team upon the character's entry Ki +3 and ATK & DEF +100000 Plus an additional Ki +3 and ATK & DEF +60000 when facing only 1 enemy at start of turn and if that enemy's HP is 60% or more, plus an additional ATK +60000 and medium chance of performing a critical hit Plus an additional Ki +2, ATK +40000 and DEF +100000 and medium chance of guarding all attacks when facing 2 or more enemies at start of turn Plus an additional ATK +60000 and performs a critical hit when HP is 40% or less (once only) Animations: Entry","Active Skill Planet Geyser Condition: Can be activated when HP is 40% or less, or when facing only 1 enemy, whose HP is 60% or more, starting from the 5th turn from the start of battle (once only) Massively raises ATK temporarily and causes ultimate damage to enemy Animation: Ultimate Special","Raises DEF for 1 turn, causes colossal damage to enemy and lowers ATK","Raises ATK & DEF for 1 turn, causes mega-colossal damage to enemy and seals Super Attack","Prodigies, Mechanical Menaces, Revival, Thirst for Conquest, Scientist, Shattering the Limit, Legendary Power","Power of Wishes, Movie Bosses, Resurrected Warriors, Revenge, Terrifying Conquerors, Battle of Wits",[],"Oct 5, 2023",200%,570%
Base,Goku,Rising to the Challenge,"HP 14,791 18,191 | ATK 12,470 15,470 | DEF 7,639 10,239","14,791","18,191","12,470","15,470","7,639","10,239","PHY Type Ki +3 and HP, ATK & DEF +50%; INT Type enemies' ATK & DEF -43%","Energy of the Tree of Might Changes INT Ki Spheres to PHY Ki Spheres, Ki +2 and ATK & DEF +130% at start of turn ""Power of Wishes"" Category allies' ATK & DEF +30% Plus an additional ATK +25%, DEF +50% and chance of performing a critical hit +5% per Ki Sphere obtained Randomly changes Ki Spheres of a certain Type (INT and PHY excluded) to PHY Ki Spheres, plus an additional ATK +25% per Ki Sphere obtained, for 3 turns when HP is 59% or less (once only)",,Causes supreme damage to enemy and greatly lowers DEF; raises allies' DEF by 30% for 1 turn,,"Z Fighters, All in the Family, Infighter, Saiyan Warrior Race, Prepared for Battle, Experienced Fighters, Fierce Battle","Pure Saiyans, Goku's Family, Power of Wishes, Final Trump Card, Bond of Parent and Child, Bond of Friendship, Movie Heroes, Turtle School, Earth-Bred Fighters",[],"Oct 5, 2023",140%,530%
Base,Turles (Giant Ape),Swirling Ambition,"HP 14,912 17,512 | ATK 12,131 15,131 | DEF 8,001 11,401","14,912","17,512","12,131","15,131","8,001","11,401","All Types Ki +3 and HP, ATK & DEF +80%","Low-Class Elite ATK & DEF +120% Ki +3 plus an additional ATK & DEF +120% when Ki is 9 or more Plus an additional DEF +120% when there are 5 or more ""Space-Traveling Warriors"" Category allies on the team Launches an additional attack that has a high chance of becoming a Super Attack when there is another ""Planetary Destruction"" Category ally attacking in the same turn or a ""Low-Class Warrior"" Category enemy Turns into Giant Ape when conditions are met",,Greatly raises ATK for 1 turn and causes supreme damage with a high chance of stunning the enemy,,"Destroyer of the Universe, Prepared for Battle, Thirst for Conquest, Big Bad Bosses, Transform, Saiyan Roar, Fierce Battle","Pure Saiyans, Giant Form, Giant Ape Power, Uncontrollable Power, Movie Bosses, Low-Class Warrior, Space-Traveling Warriors, Terrifying Conquerors, Planetary Destruction",,"Oct 5, 2023",140%,530%
